680158.7,5628080,30.56,1.4852
680134.5,5628062,25.55,1.4074
680110.3,5628041,16.12,1.2074
680078.7,5628015,96.25,1.9834
680065.9,5628005,16.32,1.2127
680054.9,5628015,11.32,1.0538
680071,5628028,11.90,1.0755
680087.8,5628043,9.57,0.9809
680104.9,5628056,8.02,0.9042
680141,5628086,14.45,1.1599
680137.4,5628108,15.47,1.1895
680117.3,5628093,12.08,1.0821
680092.7,5628074,9.65,0.9845
680069.2,5628056,10.50,1.0212
680044.6,5628036,12.81,1.1075
680030.7,5628038,12.05,1.0810
680047.8,5628053,11.27,1.0519
680077,5628076,8.74,0.9415
680095.9,5628092,8.07,0.9069
680124.8,5628111,15.30,1.1847
680114.6,5628123,4.89,0.6893
680090.1,5628102,8.09,0.9079
680068.1,5628081,4.78,0.6794
680042.7,5628061,4.78,0.6794
680024.8,5628046,5.72,0.7574
680010.2,5628055,5.64,0.7513
680030.6,5628071,8.14,0.9106
680056,5628093,7.28,0.8621
680075.6,5628109,4.83,0.6839
680105.1,5628133,6.51,0.8136
